year,annual_edition,category,artist,song_or_album,winner,url
2008,51,Best Polka Album,,Speechless,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media","Kathy Nelson & Ridley Scott, producers",American Gangster,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media","Richard Lewis, producer",August Rush,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media","Benny Anderson, producer",Mamma Mia!,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media","Mike Higham, producer",Sweeney Todd - The Demon Barber Of Fleet Street,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",(Various Artists),Juno,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Recording Package,"Amanda Barrett, Abby DeWald, Renee Jablow & Rick Whitmore, art directors (The Ditty Bops)",Summer Rains,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Recording Package,"""Death Magnetic""",Death Magnetic,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Musical Show Album,"David Caddick, David Lai & Ted Sperling, producers (New Broadway Cast With Kelli O'Hara, Paulo Szot & Others)",South Pacific,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Musical Show Album,"Mel Brooks, composer & lyricist; Doug Besterman, producer (Original Broadway Cast With Roger Bart, Megan Mullally, Sutton Foster & Others)",Young Frankenstein; The Musical,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Musical Show Album,"""In The Heights""",In The Heights,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Traditional World Music Album,,Dancing In The Light,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Traditional World Music Album,Ladysmith Black Mambazo,Ilembe: Honoring Shaka Zulu,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Reggae Album,,Let's Get Physical,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Reggae Album,,Vibes,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Comedy Album,George Carlin,It's Bad For Ya,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Spoken Word Album (Includes Poetry, Audio Books & Story Telling)",,Born Standing Up,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement,"""Define Dancing""",Define Dancing,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Composition,"Chick Corea, composer (Chick Corea & Gary Burton)",Alegria,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Composition,"Russell Ferrante, composer (Yellowjackets Featuring Mike Stern)",Claire's Closet,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Composition,"Dave Grusin, composer (Lee Ritenour & Dave Grusin)",Danzón De Etiqueta,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Composition,"Gordon L. Goodwin, composer (Gordon Goodwin's Big Phat Band)",Hit The Ground Running,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Historical Album,"Ken Flaherty, compilation producer; Marcos Sueiro Bal, Ken Flaherty, Kurt Nauck & Glenn Sage, mastering engineers (Polk Miller & His Old South Quartette)",Polk Miller & His Old South Quartette,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Historical Album,"Richard J. Seidel, compilation producer; Mark Wilder, mastering engineer (Nina Simone)",To Be Free: The Nina Simone Story,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Song Written For Motion Picture, Television Or Other Visual Media",,Say,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Song Written For Motion Picture, Television Or Other Visual Media",,That's How You Know,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Song Written For Motion Picture, Television Or Other Visual Media",,Walk Hard,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Musical Album For Children,Trout Fishing In America (J. Keith Grimwood & Ezra C. Idlet),Big Round World,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Musical Album For Children,"Brady Rymer and the Little Band That Could (Jeff Allen, Seth Farber, Claudia Mussen, Liz Queler, Christopher Roselli & Brady Rymer)",Here Comes Brady Rymer And The Little Band That Could,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Musical Album For Children,Gerard Schwarz,The Shoe Bird (Jim Dale),False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Musical Album For Children,They Might Be Giants,Here Come The 123s,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media","Thomas Newman, composer (Thomas Newman)",Wall-E,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media","""The Dark Knight""",The Dark Knight,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Boxed Or Special Limited Edition Package,"Aimee Mann & Gail Marowitz, art directors (Aimee Mann)",@#%&*! Smilers,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Boxed Or Special Limited Edition Package,"""In Rainbows""",In Rainbows,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Recording Package,"Don Clark, art director (Hawk Nelson)",Hawk Nelson...Is My Friend!,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Recording Package,"No Age (Randy Randall & Dean Spunt) & Brian Roettinger, art directors (No Age)",Nouns,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Recording Package,"Neal Ashby, Matthew Curry & Patrick Donohue, art directors (Thievery Corporation)",Radio Retaliation,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Remixed Recording, Non-Classical","Tom Holkenborg, remixer (Madonna Featuring Justin Timberlake)",4 Minutes (Junkie XL Remix),False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Remixed Recording, Non-Classical","Moto Blanco, remixers (Mary J. Blige)",Just Fine (Moto Blanco Remix),False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement Accompanying Vocalist(s),"Vincent Mendoza, arranger (Traincha & The Metropole Orchestra)",Alfie,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement Accompanying Vocalist(s),"Cedric Dent, arranger (Take 6)",Grace,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement Accompanying Vocalist(s),"Don Sebesky, arranger (John Pizzarelli)",Johnny One Note,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Comedy Album,,Anticipation,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Comedy Album,,Flight Of The Conchords,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Comedy Album,,For Your Consideration,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Comedy Album,,Songs Of The Bushmen,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement,"Robert E. Brookmeyer, arranger (The Vanguard Jazz Orchestra)",St. Louis Blues,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement,"Gordon L. Goodwin, arranger (Gordon Goodwin's Big Phat Band Featuring Art Tatum)",Yesterdays,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Non-Classical","Steve Genewick, Al Schmitt & Bill Schnee, engineers (Natalie Cole)",Still Unforgettable,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Non-Classical","Dyre Gormsen & Tony Maserati, engineers (Jason Mraz)",We Sing. We Dance. We Steal Things.,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Non-Classical","""Consolers Of The Lonely""",Consolers Of The Lonely,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Historical Album,"Scott Wenzel, compilation producer; Malcolm Addey, Michael Brooks, Matt Cavaluzzo, Andreas Meyer & Mark Wilder, mastering engineers (Lester Young With Count Basie)","Classic Columbia, OKeh And Vocalion Lester Young With Count Basie (1936-1940)",False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Historical Album,"David Giovannoni, Meagan Hennessey & Richard Martin, compilation producers; Richard Martin, mastering engineer (William Jennings Bryan & William Howard Taft)",Debate '08: Taft And Bryan Campaign On The Edison Phonograph,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Classical",,David Groves,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Classical",,Judith Sherman,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Historical Album,"""Art Of Field Recording Volume I: Fifty Years Of Traditional American Music Documented By Art Rosenbaum""",Art Of Field Recording Volume I: Fifty Years Of Traditional American Music Documented By Art Rosenbaum,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Album Notes,"Art Rosenbaum, album notes writer (Various Artists)",Art Of Field Recording Volume I: Fifty Years Of Traditional American Music Documented By Art Rosenbaum,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Album Notes,"Patrick Feaster & David Giovannoni, album notes writers (William Jennings Bryan & William Howard Taft)",Debate '08: Taft And Bryan Campaign On The Edison Phonograph,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Song Written For Motion Picture, Television Or Other Visual Media","Peter Gabriel & Thomas Newman, songwriters (Peter Gabriel)",Down To Earth (From Wall-E),True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media","John Williams, composer (John Williams)",Indiana Jones And The Kingdom Of The Crystal Skull,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media","Ramin Djawadi, composer (Ramin Djawadi)",Iron Man,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media","Jonny Greenwood, composer (Jonny Greenwood)",There Will Be Blood,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Boxed Or Special Limited Edition Package,"Qing-Yang Xiao, art director (Wu Sheng)",Poems & Songs,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Boxed Or Special Limited Edition Package,"Alex Kirzhner & Panic At The Disco (Ryan Ross, Spencer Smith, Brendon Urie & Jon Walker), art directors (Panic At The Disco)",Pretty. Odd.,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Surround Sound Album,"John Newton, surround mix engineer; Jonathan Cooper & Mark Donahue, surround mastering engineers; Blanton Alspaugh, surround producer (Charles Bruffy, Phoenix Bach Choir & Kansas City Chorale)",Rheinberger: Sacred Choral Works,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Surround Sound Album,"Bruce Sugar, surround mix engineer; Chris Bellman, surround mastering engineer; Bill Crowley, Richard Starkey & Bruce Sugar, surround producers (Ringo Starr)",Ringo 5.1 The Surround Sound Collection,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Surround Sound Album,"Tohru Takayama, surround mix engineer; Keigo Oyamada, surround producer (Cornelius)",Sensurround,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Surround Sound Album,"""Mussorgsky: Pictures At An Exhibition; Night On Bald Mountain; Prelude To Khovanshchina""",Mussorgsky: Pictures At An Exhibition; Night On Bald Mountain; Prelude To Khovanshchina,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Remixed Recording, Non-Classical","StoneBridge, remixer (Ne-Yo)",Closer (StoneBridge Radio Edit),False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Choral Performance,"""Symphony Of Psalms""",Symphony Of Psalms,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Opera Recording,"Tan Dun, conductor; Jay David Saks, producer; Michelle DeYoung, Placido Domingo, Elizabeth Futral, Paul Groves, Wu Hsing-Kuo & Hao Jiang Tian, soloists (The Metropolitan Opera Chorus; The Metropolitan Opera Orchestra)",Tan Dun: The First Emperor,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Remixed Recording, Non-Classical","Deadmau5, remixer (Morgan Page Featuring Lissie)",The Longest Road (Deadmau5 Remix),False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Remixed Recording, Non-Classical","""Electric Feel (Justice Remix)""",Electric Feel (Justice Remix),True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Non-Classical",,Danger Mouse,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement Accompanying Vocalist(s),"Claus Ogerman, arranger (Danilo Perez)",Lazy Afternoon,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement Accompanying Vocalist(s),"""Here's That Rainy Day""",Here's That Rainy Day,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement,"Frank Macchia, arranger (Frank Macchia Featuring The Prague Orchestra)",Down In The Valley,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Arrangement,"Michael Abene, arranger (Joe Lovano With WDR Big Band & Rundfunk Orchestra)",Duke Ellington's Sound Of Love,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Non-Classical","Al Schmitt, engineer (Shelby Lynne)",Just A Little Lovin',False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Non-Classical","Jimmy Douglass, Russell ""The Dragon"" Elevado & Jon Smeltz, engineers (Al Green)",Lay It Down,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Album,"Cecilia Bartoli, artist; Christopher Raeburn, producer",Maria,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Album,"Craig Hella Johnson, conductor; Blanton Alspaugh, producer","O'Regan, Tarik: Threshold Of Night",False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Album,"Esa-Pekka Salonen, conductor; Hilary Hahn, artist; Sid McLauchlan & Arend Prohmann, producers",Schoenberg/Sibelius: Violin Concertos,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Album,"Charles Bruffy, conductor; Blanton Alspaugh, producer",Spotless Rose: Hymns To The Virgin Mary,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Album,"""Weill: Rise And Fall Of The City Of Mahagonny""",Weill: Rise And Fall Of The City Of Mahagonny,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Chamber Music Performance,"Jennifer Koh & Reiko Uchida, artists",String Poetic,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Chamber Music Performance,"""Carter, Elliott: String Quartets Nos. 1 And 5""","Carter, Elliott: String Quartets Nos. 1 And 5",True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Classical",,Robert Woods,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Classical",,Robina G. Young,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Classical","""David Frost""",David Frost,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Album Notes,"David Ritz & Gerald Wexler, album notes writers (Aretha Franklin)",Rare & Unreleased Recordings From The Golden Reign Of The Queen Of Soul,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Album Notes,"Henry Sapoznik, album notes writer (Ernest V. Stoneman)",The Unsung Father Of Country Music: 1925-1934,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Album Notes,"""Kind Of Blue: 50th Anniversary Collector's Edition""",Kind Of Blue: 50th Anniversary Collector's Edition,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Boxed Or Special Limited Edition Package,"Jeff Anderson, Trent Reznor & Rob Sheridan, art directors (Nine Inch Nails)",Ghosts I-IV,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Classical","""Traditions And Transformations: Sounds Of Silk Road Chicago""",Traditions And Transformations: Sounds Of Silk Road Chicago,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Surround Sound Album,"Hans Peter L'Orange & Morten Lindberg, surround mix engineers; Morten Lindberg, surround mastering engineer; Morten Lindberg, surround producer (Øyvind Gimse & TrondheimSolistene)",Divertimenti,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist(s) Performance (with Orchestra),"""Schoenberg/Sibelius: Violin Concertos""",Schoenberg/Sibelius: Violin Concertos,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Choral Performance,"Craig Hella Johnson, conductor (Company Of Voices & Conspirare; Company Of Strings)","O'Regan, Tarik: Threshold Of Night",False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Choral Performance,"Charles Bruffy, conductor (Kansas City Chorale & Phoenix Bach Choir)",Rheinberger: Sacred Choral Works,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Choral Performance,"Henryk Wojnarowski, chorus master; Antoni Wit, conductor (Ewa Marciniec, Iwona Hossa & Jaroslaw Brek; Warsaw Philharmonic Choir; Warsaw Philharmonic Orchestra)","Szymanowski, Karol: Stabat Mater",False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Choral Performance,"Joseph Cullen, chorus master; Colin Davis, conductor (Steve Davislim, Mihoko Fujimura, Matthew Rose & Indra Thomas; London Symphony Chorus; London Symphony Orchestra)",Tippett: A Child Of Our Time,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Contemporary Composition,"George Tsontakis, composer",Violin Concerto No. 2,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Contemporary Composition,"Chris Walden, composer","Walden, Chris: Symphony No. 1, The Four Elements",False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Opera Recording,"Paul O'Dette & Stephen Stubbs, conductors; Renate Wolter-Seevers, producer; Colin Balzer, Karina Gauvin, Carolyn Sampson & Aaron Sheehan, soloists (Boston Early Music Festival Chorus; Boston Early Music Festival Orchestra)",Lully: Psyché,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Opera Recording,"Rinaldo Alessandrini, conductor; Jean-Pierre Loisil, producer; Sara Mingardo, Monica Piccinini, Anna Simboli & Furio Zanasi, soloists (Concerto Italiano)",Monteverdi: L'Orfeo,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Opera Recording,"Valery Gergiev, conductor; Jay David Saks, producer; Renée Fleming, Dmitri Hvorostovsky & Ramon Vargas, soloists (The Metropolitan Opera Chorus; The Metropolitan Opera Orchestra)",Tchaikovsky: Eugene Onegin,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Non-Classical",,Nigel Godrich,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Non-Classical",,Johnny K,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Non-Classical",,will.i.am,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Producer Of The Year, Non-Classical","""Rick Rubin""",Rick Rubin,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Orchestral Performance,"Chris Walden, conductor (Hollywood Studio Symphony Orchestra)","Walden, Chris: Symphony No. 1, The Four Elements",False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Orchestral Performance,"""Shostakovich: Symphony No. 4""",Shostakovich: Symphony No. 4,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Small Ensemble Performance,"Meredith Monk & Vocal Ensemble (Meredith Monk), ensembles",Monk: Impermanence,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Small Ensemble Performance,"""Spotless Rose: Hymns To The Virgin Mary""",Spotless Rose: Hymns To The Virgin Mary,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Chamber Music Performance,"Takács Quartet (Edward Dusinberre, András Fejér, Károly Schranz & Geraldine Walther), ensembles; Stephen Hough, artist","Brahms: String Quartet Op. 51, No. 2, Piano Quintet Op. 34",False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Chamber Music Performance,"Trio Mediaeval (Anna Marie Friman, Linn Andrea Fuglseth, Birger Mistereggen & Torunn Ossum), ensembles",Folk Songs,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Chamber Music Performance,"Artists Of The Royal Conservatory Ensemble (Marie Berard, Steven Dann, Bryan Epperson, David Hetherington, David Louie, Erika Raum, Joaquin Valdepenas & Dianne Werner), ensembles",Right Through The Bone - Julius Röntgen Chamber Music,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Long Form Music Video,"Paul Caslin, video director; John Paveley, Ruth Paveley & Rupert Style, video producers",Good Girl Gone Bad Live,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Long Form Music Video,"Robert Gordon & Morgan Neville, video directors; Mark Crosby, Robert Gordon & Morgan Neville, video producers",Respect Yourself - The Stax Records Story,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist Performance (without Orchestra),"Marc-André Hamelin, artist",In A State Of Jazz,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist Performance (without Orchestra),"Wei Li, soloist",Red Cliff Capriccio,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist Performance (without Orchestra),"Cameron Carpenter, soloist",Revolutionary,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Classical","Fred Vogler, engineer (Gustavo Dudamel & Los Angeles Philharmonic)",Berlioz: Symphonie Fantastique,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Classical","Hans Peter L'Orange & Morten Lindberg, engineers (Øyvind Gimse & TrondheimSolistene)",Divertimenti,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Classical","Michael J. Bishop, engineer (Robert Spano & Atlanta Symphony Orchestra & Chorus)",Puccini: La Bohème,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,"Best Engineered Album, Classical","John Newton, engineer (JoAnn Falletta & Buffalo Philharmonic Orchestra)","Respighi: Church Windows, Brazilian Impressions, Rossiniana",False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist(s) Performance (with Orchestra),Leif Ove Andsnes (Norwegian Chamber Orchestra),Mozart: Piano Concertos 17 & 20,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist(s) Performance (with Orchestra),Jean-Yves Thibaudet (L'Orchestre De La Suisse Romande),Saint-Saëns: Piano Concertos 2 & 5,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Rap/Sung Collaboration,Estelle Featuring Kanye West,American Boy,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Short Form Music Video,"PR Brown & MK12 (Valorie Caskey, Susan Robertson & Amelia Torabi), video directors; Dexton Deboree, Lance Ebeling, Mick Ebeling, Sheira Rees-Davies & Jane Tredget, video producers",Another Way To Die,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Short Form Music Video,"James Frost, video director; Dawn Fanning, video producer",House Of Cards,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Short Form Music Video,Weezer,Pork And Beans,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Vocal Performance,"""Corigliano: Mr. Tambourine Man: Seven Poems Of Bob Dylan""",Corigliano: Mr. Tambourine Man: Seven Poems Of Bob Dylan,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Small Ensemble Performance,"Oyvind Gimse, conductor; TrondheimSolistene, ensembles",Divertimenti,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Long Form Music Video,"Danny Clinch, video director; Lindha Narvaez, video producer",Where The Light Is - Live In Los Angeles,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Long Form Music Video,"Paul Crowder & Murray Lerner, video directors; Robert Rosenberg & Nigel Sinclair, video producers",Amazing Journey: The Story Of The Who,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Long Form Music Video,Tom Petty & The Heartbreakers,Runnin' Down A Dream,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Short Form Music Video,"Erykah Badu & Chris Robinson, video directors; Megan Gutman, video producer",Honey,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist Performance (without Orchestra),"Joan Jeanrenaud, artist",Strange Toys,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist Performance (without Orchestra),"""Piano Music Of Salonen, Stucky, And Lutoslawski""","Piano Music Of Salonen, Stucky, And Lutoslawski",True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist(s) Performance (with Orchestra),Elmar Oliveira (National Symphony Orchestra Of Ukraine),Bloch/Lees:Violin Concertos,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Instrumental Soloist(s) Performance (with Orchestra),Wu Man (Chicago Symphony Orchestra),Harrison: Pipa Concerto,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Crossover Album,,Baroque,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Classical Crossover Album,,Indigo Road,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Bluegrass Album,Ricky Skaggs & Kentucky Thunder,Honoring The Fathers Of Bluegrass: Tribute To 1946 And 1947,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Female Country Vocal Performance,,Last Call,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Female Country Vocal Performance,,This Is Me You're Talking To,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Female Country Vocal Performance,Carrie Underwood,Last Name,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Rap Album,Lil Wayne,Tha Carter III,True,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Rap Song,"Tramar Dillard, Montay Humphrey, Faheem Najm, Korey Roberson & Howard Simmons, songwriters (Flo Rida Featuring T-Pain)",Low,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Rap Song,"Calvin Broadus, Seneca Lovejoy & Demetrius Stewart, songwriters (Snoop Dogg)",Sexual Eruption,False,https://www.grammy.com/awards/51st-annual-grammy-awards
2008,51,Best Rap Song,"Lupe Fiasco & Soundtrakk, songwriters (Lupe Fiasco Featuring Matthew Santos)",Superstar,False,https://www.grammy.com/awards/51st-annual-grammy-awards
